Group	Time	min.rec	spat.scale	cell	trait.g	pre.rec	pre.sps	pre.ratio	post.rec	post.sps	post.ratio	pre.raref	pre.95.low	pre.95.up	post.raref	post.95.low	post.95.up	status.change	perc.change	perc.95low	perc.95up	change.CI.span	pre.Mao.tau_int	pre.Mao.SD_int	pre.singletons	pre.tau.mean_int	pre.tauSD.mean_int	pre.singletons.mean_int	post.Mao.tau_int	post.Mao.SD_int	post.singletons	post.tau.mean_int	post.tauSD.mean_int	post.singletons.mean_int	Change.Mao_int	Change.Mao_int_CIlow	Change.Mao_int_CIup	Change.Mao_int_CIspan	Int_Pvalue	status.change.Mao_int	pre.Mao.tau_extr	pre.Mao.SD_extr	pre.singletons	pre.tau.mean_extr	pre.tauSD.mean_extr	pre.singletons.mean_extr	post.Mao.tau_extr	post.Mao.SD_extr	post.singletons	post.tau.mean_extr	post.tauSD.mean_extr	post.singletons.mean_extr	Change.Mao_extr	Change.Mao_extr_CIlow	Change.Mao_extr_CIup	Change.Mao_extr_CIspan	Extr_Pvalue	status.change.Mao_extr	pre.Mao.tau_extr_3x	pre.Mao.SD_extr_3x	pre.singletons	pre.tau.mean_extr_3x	pre.tauSD.mean_extr_3x	pre.singletons.mean_extr_3x	post.Mao.tau_extr_3x	post.Mao.SD_extr_3x	post.singletons	post.tau.mean_extr_3x	post.tauSD.mean_extr_3x	post.singletons.mean_extr_3x	Change.Mao_extr_3x	Change.Mao_extr_3x_CIlow	Change.Mao_extr_3x_CIup	Change.Mao_extr_3x_CIspan	Extr.3x_Pvalue	status.change.Mao_extr_3x
Plants	70-89vs90-09	42	G10	120410	No_insect_Nhigh	268	33	8.12	1128	47	24	33	33	33	33.6603	29.0937	38.2268	no.change	2.001	-11.837	15.839	27.676	33	1.3016	5	29.92	1.5032	4.47	33.6603	2.3498	7	32.4138	2.3076	4.92	2.000909091	-13.54891406	20.65576958	34.20468364	0.060874667	no.change	34.7855	2.1881	5	33.7123	3.8583	4.65	47	1.8048	7	43.19	1.6291	5.18	35.11376867	8.199030096	74.78010087	66.58107077	3.94E-54	increase	34.7793	2.1682	5	32.9669	2.9336	4.42	44.338	1.8368	7	40.926	1.7857	5.22	27.4838769	5.388623822	58.6859336	53.29730978	1.08E-54	increase
Plants	70-89vs90-09	42	G10	190340	No_insect_Nhigh	54	13	4.15	549	35	15.69	13	13	13	20.5185	16.5954	24.4417	increase	57.835	27.657	88.013	60.356	13	2.0545	5	10.74	1.1374	2.52	20.5185	1.9476	3	20.1063	1.9716	2.85	57.83461538	18.38104593	112.6787415	94.29769559	4.19E-70	increase	19.2461	7.5263	5	13.9601	4.3643	2.56	35	1.044	3	32.91	1.0573	2.77	81.85502517	13.1095418	377.7066595	364.5971177	1.07E-44	increase	18.0032	4.8971	5	12.9567	2.6151	2.71	28.8632	1.6061	3	27.8944	1.732	2.78	60.32260931	10.76643155	158.5438324	147.7774008	1.01E-58	increase
Plants	70-89vs90-09	42	G10	240470	No_insect_Nhigh	419	31	13.52	1089	34	32.03	31	31	31	30.4515	27.7057	33.1972	no.change	-1.769	-10.627	7.088	17.715	31	1.521	5	28.35	1.541	3.11	30.4515	1.6968	3	29.5347	1.4199	2.18	-1.769354839	-15.4867908	13.48161024	28.96840105	0.031025166	no.change	33.3987	2.7137	5	30.8623	2.6763	3.27	34	1.4527	3	32.66	1.1074	2.01	1.800369475	-14.8722494	24.04116738	38.91341678	0.199496895	no.change	31	1.521	5	28.35	1.541	3.11	30.4515	1.6968	3	29.5347	1.4199	2.18	1.800369475	-14.8722494	24.04116738	38.91341678	0.199496895	no.change
Plants	70-89vs90-09	42	G10	200350	No_insect_Nhigh	101	23	4.39	493	35	14.09	23	23	23	27.0081	23.5421	30.4742	increase	17.427	2.357	32.497	30.14	23	2.8458	5	20.46	1.2916	3.63	27.0081	2.0378	4	26.2924	1.83	2.53	17.42652174	-1.965913548	41.18091353	43.14682708	2.30E-39	no.change	32.8616	9.7856	5	23.7968	3.5559	3.5	35	1.5741	4	33.2	1.328	2.38	6.507291185	-19.30051254	49.3699565	68.67046904	1.59E-10	no.change	29.8923	5.9292	5	22.9429	2.4968	3.36	32.9193	1.6529	4	31.5948	1.4173	2.57	10.12635361	-11.09172655	38.91095478	50.00268133	2.08E-14	no.change
Plants	70-89vs90-09	42	G10	180550	No_insect_Nhigh	163	22	7.41	753	29	25.97	22	22	22	21.818	18.734	24.902	no.change	-0.827	-14.845	13.191	28.036	22	1.6542	5	19.5	1.5792	3.41	21.818	3.0198	6	21.3447	1.8679	2.77	-0.827272727	-22.99409783	25.36654896	48.3606468	0.079763721	no.change	25.1157	3.6195	5	22.5142	3.4639	3.3	29	3.3326	6	26.46	1.2822	2.66	15.46562509	-12.95174166	69.72080539	82.67254704	1.15E-19	no.change	24.9996	3.3318	5	21.8748	2.7914	3.36	26.7149	3.1622	6	25.1282	1.3236	2.71	6.861309781	-19.00148939	44.2348757	63.23636509	1.23E-06	no.change
Plants	70-89vs90-09	42	G10	130470	No_insect_Nhigh	2682	48	55.88	862	45	19.16	43.7742	40.8289	46.7194	45	45	45	no.change	2.8	10.216	-3.68	13.896	43.7742	2.2356	3	42.8003	1.5718	1.8	45	2.0226	6	42	1.6324	3.84	2.800279617	-7.289513412	14.61096177	21.90047518	2.20E-05	no.change	48	2.0284	3	46.6	1.0249	2	49.2311	4.1813	6	45.0325	3.1368	4.03	2.564791667	-11.89275962	16.95655841	28.84931803	0.001669287	no.change	47.8913	2.0247	3	46.6416	1.0958	2.17	49.188	4.1093	6	45.0797	3.209	3.89	2.707589896	-11.20463968	17.85057463	29.05521431	0.080835147	no.change
Plants	70-89vs90-09	42	G10	260530	No_insect_Nhigh	1183	38	31.13	98	14	7	22.7784	18.9789	26.5779	14	14	14	decrease	-38.538	-26.234	-47.325	21.091	22.7784	2.752	6	22.5692	2.306	3.37	14	1.8454	3	12.75	0.8722	1.75	-38.53826432	-50.52380085	-20.58865472	29.93514613	8.15E-70	decrease	38	2.6975	6	35.55	1.5557	3.27	18.4973	7.1686	3	14.2753	2.623	1.8	-51.32289474	-68.64442802	-32.23164213	36.41278589	3.64E-104	decrease	29.6973	2.7404	6	28.9473	2.0067	3.35	17.3192	4.0099	3	13.6611	1.6068	1.77	-41.68089355	-56.42127845	-24.88530694	31.53597151	3.35E-101	decrease
Plants	70-89vs90-09	42	G10	120420	No_insect_Nhigh	4588	55	83.42	3728	48	77.67	53.9061	52.0345	55.7777	48	48	48	decrease	-10.956	-7.754	-13.944	6.19	53.9061	1.7319	5	51.6782	1.4614	3.49	48	1.958	5	45.7	1.4029	3.17	-10.95627397	-18.08015418	-3.057253157	15.02290102	1.49E-68	decrease	55	1.7196	5	52.62	1.5644	3.62	49.0077	2.0391	5	46.3246	1.4895	3.31	-10.89509091	-17.8830455	-3.325195502	14.55785	5.91E-70	decrease	53.9061	1.7319	5	51.6782	1.4614	3.49	48	1.958	5	45.7	1.4029	3.17	-10.89509091	-17.8830455	-3.325195502	14.55785	5.91E-70	decrease
Plants	70-89vs90-09	42	G10	110410	No_insect_Nhigh	377	39	9.67	1649	45	36.64	39	39	39	35.229	31.1566	39.3014	no.change	-9.669	-20.111	0.773	20.884	39	2.8352	9	35.16	1.7681	5.45	35.229	2.3512	5	34.3107	1.9755	3.26	-9.669230769	-21.99950442	5.025343816	27.02484824	1.46E-30	no.change	48.6222	7.872	9	39.9357	4.7813	5.05	45	1.9528	5	42.49	1.3443	3.41	-7.449683478	-26.50683875	22.11417946	48.62101822	2.26E-09	no.change	47.4173	6.3338	9	39.2153	3.9643	5.04	43.0103	1.9803	5	41.2338	1.5826	3.35	-9.294076213	-25.8828251	16.49531423	42.37813933	8.30E-14	no.change
Plants	70-89vs90-09	42	G10	170380	No_insect_Nhigh	100	24	4.17	541	40	13.53	24	24	24	27.9036	23.7484	32.0587	no.change	16.265	-1.048	33.578	34.626	24	2.4495	8	20.13	1.5881	4.82	27.9036	2.4259	5	27.142	1.9727	3.59	16.265	-6.729237531	44.63864333	51.36788086	9.37E-33	no.change	31.9049	7.1839	8	24.6516	4.4379	4.69	40	2.325	5	37.56	1.4419	3.54	25.37259167	-8.172673698	90.67899046	98.85166416	1.33E-25	no.change	30.9282	5.5872	8	24.3737	3.8737	4.77	36.7299	2.3261	5	35.0193	1.5771	3.67	18.75860865	-10.68453812	75.70125393	86.38579205	3.41E-17	no.change
Plants	70-89vs90-09	42	G10	150470	No_insect_Nhigh	720	40	18	1728	38	45.47	40	40	40	33.1833	30.244	36.1226	decrease	-17.042	-24.39	-9.694	14.696	40	2.0112	6	36.97	1.568	3.99	33.1833	3.647	7	32.3711	1.6854	2.94	-17.04175	-27.84078664	-5.490164645	22.350622	2.39E-68	decrease	43.8053	3.5818	6	39.4888	2.6331	3.7	38	3.8595	7	35.14	1.4609	3.24	-13.25250598	-25.51531945	1.192209777	26.70752923	6.49E-45	no.change	40	2.0112	6	36.97	1.568	3.99	33.1833	3.647	7	32.3711	1.6854	2.94	-13.25250598	-25.51531945	1.192209777	26.70752923	6.49E-45	no.change
Plants	70-89vs90-09	42	G10	250460	No_insect_Nhigh	143	28	5.11	369	32	11.53	28	28	28	26.7405	23.5561	29.925	no.change	-4.498	-15.871	6.875	22.746	28	2.4944	8	24.2	1.6591	4.68	26.7405	2.0445	5	25.6311	1.6311	3.13	-4.498214286	-20.77582206	16.4167032	37.19252527	1.33E-06	no.change	34.362	4.9569	8	27.4786	3.0699	4.6	32	1.9201	5	29.6	1.5017	3.37	-6.873872301	-24.41283245	23.35498938	47.76782183	3.15E-10	no.change	28	2.4944	8	24.2	1.6591	4.68	26.7405	2.0445	5	25.6311	1.6311	3.13	-6.873872301	-24.41283245	23.35498938	47.76782183	3.15E-10	no.change
Plants	70-89vs90-09	42	G10	130380	No_insect_Nhigh	99	26	3.81	89	22	4.05	25.2541	23.7053	26.8029	22	22	22	decrease	-12.885	-7.194	-17.919	10.725	25.2541	2.1742	7	22.3461	1.4812	4.31	22	1.5422	4	19.85	1.2682	3.02	-12.88543246	-28.03926122	3.360039617	31.39930084	3.40E-35	no.change	26	2.2265	7	22.61	1.5906	4.42	22.4168	1.5418	4	20.3092	1.2572	3.24	-13.78153846	-28.35860646	4.188498111	32.54710457	1.85E-38	no.change	25.2541	2.1742	7	22.3461	1.4812	4.31	22	1.5422	4	19.85	1.2682	3.02	-13.78153846	-28.35860646	4.188498111	32.54710457	1.85E-38	no.change
Plants	70-89vs90-09	42	G10	190530	No_insect_Nhigh	1369	20	68.45	1853	35	52.94	20	20	20	32.7361	30.1808	35.2914	increase	63.681	50.904	76.457	25.553	20	2.7562	7	16.83	1.4497	3.19	32.7361	3.1647	8	30.3451	1.7342	3.83	63.6805	35.27328257	102.6095047	67.33622216	5.00E-112	increase	22.2413	3.2267	7	17.9178	1.6838	3.29	35	3.3137	8	31.61	1.6105	3.97	57.36490223	28.04081632	96.90974996	68.86893364	1.24E-100	increase	20	2.7562	7	16.83	1.4497	3.19	32.7361	3.1647	8	30.3451	1.7342	3.83	57.36490223	28.04081632	96.90974996	68.86893364	1.24E-100	increase
Plants	70-89vs90-09	42	G10	190440	No_insect_Nhigh	414	42	9.86	1173	49	23.94	42	42	42	40.9279	36.8103	45.0455	no.change	-2.553	-12.356	7.251	19.607	42	2.8563	9	37.8	1.8208	5.54	40.9279	1.6933	4	39.1555	2.0566	4.67	-2.552619048	-14.78152594	12.21246627	26.99399221	0.015310508	no.change	50.144	5.9745	9	41.6638	3.4175	5.48	49	0.9899	4	46.26	1.6329	4.67	-2.281429483	-18.51431517	19.01651279	37.53082796	0.006488195	no.change	42	2.8563	9	37.8	1.8208	5.54	40.9279	1.6933	4	39.1555	2.0566	4.67	-2.281429483	-18.51431517	19.01651279	37.53082796	0.006488195	no.change
Plants	70-89vs90-09	42	G10	200440	No_insect_Nhigh	1002	48	20.88	2193	45	48.73	48	48	48	39.9061	36.61	43.2021	decrease	-16.862	-23.729	-9.996	13.733	48	3.5173	10	43.73	1.963	4.83	39.9061	2.0712	6	38.5093	1.8687	3.89	-16.86229167	-26.28162876	-4.883998278	21.39763048	2.87E-78	decrease	56.5003	5.7018	10	47.0725	2.9962	4.63	45	1.8257	6	41.87	1.7148	3.87	-20.3544052	-31.10537687	-6.586345625	24.51903124	1.68E-61	decrease	48	3.5173	10	43.73	1.963	4.83	39.9061	2.0712	6	38.5093	1.8687	3.89	-20.3544052	-31.10537687	-6.586345625	24.51903124	1.68E-61	decrease
Plants	70-89vs90-09	42	G10	60370	No_insect_Nhigh	3580	46	77.83	226	20	11.3	30.5568	26.7077	34.4059	20	20	20	decrease	-34.548	-25.115	-41.87	16.755	30.5568	3.3534	6	30.3015	2.5593	2.87	20	1.4221	3	18.56	1.0655	1.93	-34.54812022	-46.01532459	-20.97558602	25.03973857	1.11E-72	decrease	46	3.3633	6	43.87	1.4852	2.56	22.25	3.3958	3	20.8959	3.4642	2.23	-51.63043478	-67.86318954	-35.11865615	32.74453338	2.65E-97	decrease	37.1736	3.344	6	36.6921	2.1425	2.94	22.0949	2.9046	3	19.6868	1.7657	2.1	-40.56292638	-52.3421221	-27.1386759	25.2034462	2.29E-121	decrease
Plants	70-89vs90-09	42	G10	200560	No_insect_Nhigh	89	30	2.97	566	38	14.89	30	30	30	23.7353	19.5515	27.9191	decrease	-20.882	-34.828	-6.936	27.892	30	3.8366	17	23.04	2.3287	7.65	23.7353	2.1441	5	23.0147	2.0434	4.2	-20.88233333	-38.88988315	2.484675034	41.37455818	2.48E-33	no.change	57.6777	17.3356	17	31.3909	7.0232	8.32	38	1.5316	5	35.34	1.5865	4.15	-34.11665167	-54.56841609	17.91425881	72.4826749	7.63E-26	no.change	50.023	10.5524	17	29.0188	4.9124	7.76	33.0293	1.7331	5	30.9558	1.7475	4.24	-33.97177298	-52.05551187	-1.992113885	50.06339799	6.14E-34	decrease
Plants	70-89vs90-09	42	G10	170410	No_insect_Nhigh	148	21	7.05	409	29	14.1	21	21	21	22.4515	19.0318	25.8712	no.change	6.912	-9.372	23.196	32.568	21	2.6027	5	19.14	1.2052	2.26	22.4515	2.0482	6	21.4158	1.8211	3.69	6.911904762	-13.82192066	31.79301097	45.61493163	3.63E-12	no.change	26.8656	5.0618	5	20.9902	2.2192	2.18	29	1.9737	6	25.9	1.5542	3.74	7.944732297	-13.43708176	40.07598031	53.51306207	4.62E-08	no.change	21	2.6027	5	19.14	1.2052	2.26	22.4515	2.0482	6	21.4158	1.8211	3.69	7.944732297	-13.43708176	40.07598031	53.51306207	4.62E-08	no.change
Plants	70-89vs90-09	42	G10	190380	No_insect_Nhigh	428	17	25.18	776	34	22.82	17	17	17	31.7685	29.3035	34.2336	increase	86.874	72.374	101.374	29	17	1.3377	2	15.97	0.4423	1.05	31.7685	0.9076	2	30.3814	1.3391	2.61	86.87352941	68.97430913	107.2735063	38.29919721	7.50E-118	increase	18.1139	1.7977	2	16.6529	0.887	1.14	34	0.6288	2	32.26	1.2369	2.7	87.70115767	66.03256584	115.3864451	49.35387926	7.57E-153	increase	17	1.3377	2	15.97	0.4423	1.05	31.7685	0.9076	2	30.3814	1.3391	2.61	87.70115767	66.03256584	115.3864451	49.35387926	7.57E-153	increase
Plants	70-89vs90-09	42	G10	160450	No_insect_Nhigh	718	33	21.76	1531	36	42.53	33	33	33	31.952	28.968	34.9361	no.change	-3.176	-12.218	5.867	18.085	33	3.892	8	29.98	1.7334	3.04	31.952	2.0481	5	30.5346	1.6716	3.29	-3.175757576	-17.2402781	12.6230088	29.8632869	4.25E-06	no.change	40.7405	5.7264	8	32.4056	2.5389	3.19	36	1.9325	5	33.8	1.4431	3.27	-11.63584148	-25.8630979	7.772186722	33.63528462	3.64E-28	no.change	33	3.892	8	29.98	1.7334	3.04	31.952	2.0481	5	30.5346	1.6716	3.29	-11.63584148	-25.8630979	7.772186722	33.63528462	3.64E-28	no.change
Plants	70-89vs90-09	42	G10	210500	No_insect_Nhigh	131	28	4.68	278	25	11.12	28	28	28	21.8451	19.3568	24.3335	decrease	-21.982	-30.869	-13.095	17.774	28	2.0706	9	23.16	1.8036	6.25	21.8451	2.7302	5	20.758	1.4377	2.28	-21.98178571	-36.26681855	-5.259348768	31.00746978	4.14E-59	decrease	32.3832	3.5621	9	26.475	3.2266	6.02	25	2.8868	5	22.92	1.1707	2.2	-22.79947627	-39.35767446	3.268221045	42.62589551	3.16E-36	no.change	28	2.0706	9	23.16	1.8036	6.25	21.8451	2.7302	5	20.758	1.4377	2.28	-22.79947627	-39.35767446	3.268221045	42.62589551	3.16E-36	no.change
Plants	70-89vs90-09	42	G10	170360	No_insect_Nhigh	100	18	5.56	459	42	10.93	18	18	18	28.713	24.4839	32.942	increase	59.517	36.022	83.011	46.989	18	1.8394	5	15.66	1.4127	3.18	28.713	3.6531	9	27.6306	2.1092	4.6	59.51666667	29.01793914	100.8177498	71.79981067	2.45E-89	increase	22.112	4.6831	5	18.9674	3.8198	3.28	42	4.5407	9	38.02	1.7091	4.73	89.94211288	34.82630216	213.781297	178.9549948	4.17E-87	increase	21.7941	3.9956	5	18.4065	3.0722	3.08	38.4743	4.2557	9	35.8137	1.7956	4.68	76.53539261	31.30647598	156.3481649	125.0416889	5.88E-86	increase
Plants	70-89vs90-09	42	G10	230520	No_insect_Nhigh	3951	44	89.8	128	25	5.12	23.3751	19.6408	27.1094	25	25	25	no.change	6.951	27.286	-7.781	35.067	23.3751	2.7242	3	23.2763	2.7376	3.1	25	1.7739	6	21.91	1.5467	4.44	6.951414112	-18.00363206	43.58332782	61.58695988	0.010833846	no.change	44	1.0474	3	42.17	1.2477	2.96	28.6	3.8512	6	25.5423	4.4772	4.27	-35	-55.95033042	-13.70710888	42.24322155	2.82E-59	decrease	29.8864	2.372	3	29.5011	2.3518	3.01	28.4744	3.5467	6	24.7995	2.9938	4.45	-4.724556989	-28.83998238	24.45457477	53.29455715	4.98E-05	no.change
Plants	70-89vs90-09	42	G10	210540	No_insect_Nhigh	1954	41	47.66	281	25	11.24	29.6405	25.8231	33.4578	25	25	25	decrease	-15.656	-3.187	-25.279	22.092	29.6405	2.8555	6	29.1446	2.2772	3.44	25	2.4618	4	23.29	1.214	2.37	-15.65594373	-29.81341965	1.99843573	31.81185538	4.63E-35	no.change	41	2.7166	6	38.25	1.602	3.22	32.5935	9.8853	4	25.7403	3.6921	2.48	-20.50365854	-44.77120617	2.790929928	47.5621361	5.80E-37	no.change	36.3272	2.7364	6	35.1988	1.8793	3.19	30.0596	5.0462	4	25.3616	2.4355	2.4	-17.25318769	-33.98635175	1.36592508	35.35227683	1.94E-42	no.change
Plants	70-89vs90-09	42	G10	60430	No_insect_Nhigh	6573	57	115.32	7156	55	130.11	57	57	57	54.5716	53.3401	55.8031	decrease	-4.26	-6.421	-2.1	4.321	57	1.5961	4	55.3	1.4456	2.85	54.5716	1.9604	5	52.1948	1.5039	3.12	-4.260350877	-10.9464021	3.801988453	14.74839055	3.35E-22	no.change	57.3322	1.6049	4	55.3802	1.3773	2.65	55	1.9681	5	52.6	1.3731	3.09	-4.067871109	-11.20609417	2.97485991	14.18095408	8.48E-22	no.change	57	1.5961	4	55.3	1.4456	2.85	54.5716	1.9604	5	52.1948	1.5039	3.12	-4.067871109	-11.20609417	2.97485991	14.18095408	8.48E-22	no.change
Plants	70-89vs90-09	42	G10	190300	No_insect_Nhigh	168	23	7.3	496	38	13.05	23	23	23	27.8067	23.8875	31.7259	increase	20.899	3.859	37.939	34.08	23	2.2169	5	20.63	1.3689	2.59	27.8067	3.3324	12	26.6221	2.2291	5.57	20.89869565	-2.786805448	48.84304332	51.62984877	1.29E-37	no.change	27.944	4.7869	5	22.5871	2.4169	2.74	38	3.8353	12	33.03	1.9966	5.94	35.98625823	9.032471462	74.91782376	65.8853523	1.70E-66	increase	23	2.2169	5	20.63	1.3689	2.59	27.8067	3.3324	12	26.6221	2.2291	5.57	35.98625823	9.032471462	74.91782376	65.8853523	1.70E-66	increase
Plants	70-89vs90-09	42	G10	200530	No_insect_Nhigh	1276	43	29.67	485	37	13.11	35.8888	32.1395	39.6381	37	37	37	no.change	3.096	15.123	-6.655	21.778	35.8888	2.0387	6	34.4709	1.9941	4.37	37	2.8058	10	32.56	1.9922	5.74	3.096230579	-12.5700611	23.77454	36.3446011	0.000463575	no.change	43	1.6746	6	39.91	1.6143	4.43	45.0458	5.7	10	36.9802	3.794	5.5	4.757674419	-17.49695506	29.57697817	47.07393323	4.66E-05	no.change	35.8888	2.0387	6	34.4709	1.9941	4.37	37	2.8058	10	32.56	1.9922	5.74	4.757674419	-17.49695506	29.57697817	47.07393323	4.66E-05	no.change
Plants	70-89vs90-09	42	G10	30390	No_insect_Nhigh	4903	51	96.14	693	27	25.67	37.9867	33.9637	42.0097	27	27	27	decrease	-28.922	-20.503	-35.729	15.226	37.9867	2.7779	6	37.4571	2.5072	3.48	27	0.3527	1	26.02	1.0116	1.81	-28.92249129	-38.76108765	-16.79783021	21.96325744	4.44E-76	decrease	51	2.0335	6	48.2	1.6567	3.68	27.125	0.4375	1	27.6736	2.5844	1.99	-46.81372549	-56.70260551	-35.60447954	21.09812596	9.70E-146	decrease	45.5179	2.2837	6	44.0274	1.9328	3.99	27.125	0.4375	1	27.2556	1.7542	1.89	-40.40805925	-49.05015326	-31.04920115	18.00095211	6.91E-132	decrease
Plants	70-89vs90-09	42	G10	70420	No_insect_Nhigh	10558	47	224.64	4567	38	120.18	44.5249	42.1161	46.9336	38	38	38	decrease	-14.654	-9.773	-19.035	9.262	44.5249	1.3083	2	43.7637	1.3749	1.71	38	0	1	37.41	0.2376	0.8	-14.6544967	-19.7462807	-8.871127289	10.87515341	4.94E-75	decrease	47	0.9895	2	45.7	0.9669	1.79	38	0	1	37.7923	0.4083	0.72	-19.14893617	-23.03060879	-15.521998	7.508610786	9.12E-115	decrease	44.5249	1.3083	2	43.7637	1.3749	1.71	38	0	1	37.41	0.2376	0.8	-19.14893617	-23.03060879	-15.521998	7.508610786	9.12E-115	decrease
Plants	70-89vs90-09	42	G10	40410	No_insect_Nhigh	5878	58	101.34	559	30	18.63	41.936	37.3236	46.5485	30	30	30	decrease	-28.462	-19.622	-35.551	15.929	41.936	2.553	3	41.5527	2.5732	3.11	30	1.9127	5	27.39	1.5695	3.33	-28.46241892	-39.11722682	-15.20372999	23.91349684	8.16E-79	decrease	58	1.0505	3	56.04	1.3682	2.99	34.1666	4.8825	5	31.0299	4.2423	3.07	-41.09206897	-57.23647378	-24.67517076	32.56130302	3.09E-88	decrease	51.0851	1.8444	3	50.1291	2.0486	3.15	33.7896	3.9965	5	29.5668	2.5073	3.31	-33.85625163	-45.9679351	-21.25458059	24.71335451	7.18E-89	decrease
Plants	70-89vs90-09	42	G10	140380	No_insect_Nhigh	65	22	2.95	138	28	4.93	22	22	22	20.6126	17.0169	24.2083	no.change	-6.306	-22.65	10.038	32.688	22	2.794	11	17.23	1.7888	5.42	20.6126	2.794	11	18.4529	1.7706	5.35	-6.306363636	-28.70513629	23.31806827	52.02320456	4.10E-07	no.change	29.7724	5.3067	11	20.745	3.3218	5.73	28	3.4239	11	23.3	1.8976	5.67	-5.953164676	-32.23593543	47.50826322	79.74419865	0.000171209	no.change	22	2.794	11	17.23	1.7888	5.42	20.6126	2.794	11	18.4529	1.7706	5.35	-5.953164676	-32.23593543	47.50826322	79.74419865	0.000171209	no.change
Plants	70-89vs90-09	42	G10	170470	No_insect_Nhigh	857	39	21.97	1040	37	28.11	39	39	39	35.9904	34.1878	37.793	decrease	-7.717	-12.339	-3.095	9.244	39	3.3013	11	34.33	1.9558	5.24	35.9904	1.6904	5	33.9842	1.4674	3.34	-7.716923077	-19.42838744	6.664190993	26.09257843	2.54E-17	no.change	41.1764	3.3774	11	35.2296	2.0052	5.48	37	1.6975	5	34.54	1.5651	3.44	-10.1427031	-21.94874319	4.100236671	26.04897986	1.42E-31	no.change	39	3.3013	11	34.33	1.9558	5.24	35.9904	1.6904	5	33.9842	1.4674	3.34	-10.1427031	-21.94874319	4.100236671	26.04897986	1.42E-31	no.change
Plants	70-89vs90-09	42	G10	50400	No_insect_Nhigh	2897	49	59.12	194	23	8.43	28.369	24.0916	32.6465	23	23	23	decrease	-18.926	-4.531	-29.548	25.017	28.369	3.1385	8	28.1547	2.7179	4.29	23	0.8522	3	20.93	1.5246	3.21	-18.92558779	-36.90136799	3.183595245	40.08496323	3.89E-40	no.change	49	2.9597	8	45.39	1.8563	4.37	23.75	1.2624	3	24.0699	4.1783	3.01	-51.53061224	-66.73519613	-34.65629509	32.07890104	4.60E-102	decrease	36.763	3.1009	8	36.033	2.3658	4.2	23.7498	1.2613	3	23.4701	2.948	3.2	-35.39754645	-53.88962027	-16.04105796	37.84856231	1.98E-74	decrease
Plants	70-89vs90-09	42	G10	120400	No_insect_Nhigh	78	24	3.25	173	25	6.92	24	24	24	20.3007	17.2316	23.3699	decrease	-15.414	-28.202	-2.625	25.577	24	2.2953	9	19.84	1.8906	5.08	20.3007	1.6993	5	18.9665	1.442	3.51	-15.41375	-33.27237626	8.804371113	42.07674737	1.57E-22	no.change	29.438	4.1309	9	22.8509	2.9782	5.54	25	1.6667	5	22.45	1.3615	3.44	-15.07575243	-34.79097163	17.31839984	52.10937146	3.39E-23	no.change	24	2.2953	9	19.84	1.8906	5.08	20.3007	1.6993	5	18.9665	1.442	3.51	-15.07575243	-34.79097163	17.31839984	52.10937146	3.39E-23	no.change
Plants	70-89vs90-09	42	G10	250550	No_insect_Nhigh	3806	45	84.58	263	21	12.52	29.5606	25.4682	33.653	21	21	21	decrease	-28.959	-17.544	-37.598	20.054	29.5606	2.5588	3	29.3579	2.4422	2.67	21	2.1947	5	18.79	1.3565	2.63	-28.95949338	-43.15257849	-9.6655779	33.48700059	5.79E-71	decrease	45	1.4639	3	43.4	1.2967	2.36	27.2499	7.5507	5	22.3124	4.6904	2.71	-39.44466667	-64.91379307	-14.48006645	50.43372662	8.62E-58	decrease	37.0038	2.1057	3	36.3727	2.0137	2.61	25.9912	4.8969	5	20.8842	2.5238	2.53	-29.76072728	-47.62628607	-10.15990782	37.46637824	1.51E-75	decrease
Plants	70-89vs90-09	42	G10	100410	No_insect_Nhigh	2451	53	46.25	2539	45	56.42	53	53	53	44.8578	44.1316	45.5839	decrease	-15.363	-16.733	-13.993	2.74	53	1.5451	5	50.29	1.5558	3.9	44.8578	1.583	4	42.7814	1.2608	2.76	-15.36264151	-22.3888885	-7.959419959	14.42946855	1.41E-93	decrease	53.1733	1.5444	5	50.3372	1.7902	3.91	45	1.5867	4	43.2	1.2954	2.42	-15.37106029	-22.87345245	-6.791198086	16.08225436	3.81E-89	decrease	53	1.5451	5	50.29	1.5558	3.9	44.8578	1.583	4	42.7814	1.2608	2.76	-15.37106029	-22.87345245	-6.791198086	16.08225436	3.81E-89	decrease
Plants	70-89vs90-09	42	G10	180470	No_insect_Nhigh	484	28	17.29	476	30	15.87	27.9497	27.5146	28.3848	30	30	30	increase	7.336	9.033	5.69	3.343	27.9497	1.1914	3	26.0822	1.0412	2.54	30	2.2743	5	27.65	1.3202	2.8	7.335678022	-5.734960834	20.37183306	26.10679389	2.96E-26	no.change	28	1.1932	3	26.37	1.1478	2.6	30.0835	2.2687	5	27.7864	1.2975	2.8	7.441071429	-5.640026261	22.09178034	27.7318066	2.12E-26	no.change	27.9497	1.1914	3	26.0822	1.0412	2.54	30	2.2743	5	27.65	1.3202	2.8	7.441071429	-5.640026261	22.09178034	27.7318066	2.12E-26	no.change
