Group	Time	min.rec	spat.scale	cell	trait.g	pre.rec	pre.sps	pre.ratio	post.rec	post.sps	post.ratio	pre.raref	pre.95.low	pre.95.up	post.raref	post.95.low	post.95.up	status.change	perc.change	perc.95low	perc.95up	change.CI.span	pre.Mao.tau_int	pre.Mao.SD_int	pre.singletons	pre.tau.mean_int	pre.tauSD.mean_int	pre.singletons.mean_int	post.Mao.tau_int	post.Mao.SD_int	post.singletons	post.tau.mean_int	post.tauSD.mean_int	post.singletons.mean_int	Change.Mao_int	Change.Mao_int_CIlow	Change.Mao_int_CIup	Change.Mao_int_CIspan	Int_Pvalue	status.change.Mao_int	pre.Mao.tau_extr	pre.Mao.SD_extr	pre.singletons	pre.tau.mean_extr	pre.tauSD.mean_extr	pre.singletons.mean_extr	post.Mao.tau_extr	post.Mao.SD_extr	post.singletons	post.tau.mean_extr	post.tauSD.mean_extr	post.singletons.mean_extr	Change.Mao_extr	Change.Mao_extr_CIlow	Change.Mao_extr_CIup	Change.Mao_extr_CIspan	Extr_Pvalue	status.change.Mao_extr	pre.Mao.tau_extr_3x	pre.Mao.SD_extr_3x	pre.singletons	pre.tau.mean_extr_3x	pre.tauSD.mean_extr_3x	pre.singletons.mean_extr_3x	post.Mao.tau_extr_3x	post.Mao.SD_extr_3x	post.singletons	post.tau.mean_extr_3x	post.tauSD.mean_extr_3x	post.singletons.mean_extr_3x	Change.Mao_extr_3x	Change.Mao_extr_3x_CIlow	Change.Mao_extr_3x_CIup	Change.Mao_extr_3x_CIspan	Extr.3x_Pvalue	status.change.Mao_extr_3x
Plants	70-89vs90-09	42	G10	190420	No_insect_Nhigh	1023	50	20.46	2320	58	40	50	50	50	53.6543	50.3889	56.9197	increase	7.309	0.778	13.839	13.061	50	2.965	8	46.55	1.8335	4.78	53.6543	1.4049	3	52.0022	1.7498	3.41	7.3086	-2.81407439	18.34059859	21.15467298	4.52E-30	no.change	56.5465	4.9185	8	49.6507	3.0866	4.56	58	0.9414	3	56.11	1.3635	3.16	2.570450868	-9.232758098	16.87749957	26.11025767	0.000388667	no.change	50	2.965	8	46.55	1.8335	4.78	53.6543	1.4049	3	52.0022	1.7498	3.41	2.570450868	-9.232758098	16.87749957	26.11025767	0.000388667	no.change
Plants	70-89vs90-09	42	G10	190490	No_insect_Nhigh	478	40	11.95	2222	46	48.3	40	40	40	38.8473	35.3875	42.3071	no.change	-2.882	-11.531	5.768	17.299	40	3.0861	10	35.43	2.0304	4.99	38.8473	1.9774	3	38.2608	2.0189	2.38	-2.88175	-15.91493755	12.9542261	28.86916365	0.031361858	no.change	51.8267	9.1785	10	40.6844	4.8331	5.01	46	1.2053	3	44.08	1.192	2.3	-11.24266064	-27.6908393	19.76194586	47.45278516	4.24E-19	no.change	49.9797	6.9301	10	40.2694	4.0375	5.05	44.4294	1.3155	3	43.0578	1.3111	2.35	-11.10510867	-26.7618641	12.00143282	38.76329692	1.76E-13	no.change
Plants	70-89vs90-09	42	G10	220470	No_insect_Nhigh	87	17	5.12	665	34	19.56	17	17	17	22.0718	18.3928	25.7508	increase	29.834	8.193	51.475	43.282	17	0.6969	2	15.76	1.1072	2.19	22.0718	2.8645	6	21.583	2.0773	3.19	29.83411765	1.508521763	63.2599457	61.75142394	4.73E-46	increase	17.5	1.0308	2	17.5247	2.9263	2.46	34	3.2262	6	31.53	1.4343	3.18	94.28571429	41.43067455	192.224362	150.7936875	2.13E-104	increase	17.4999	1.0299	2	17.2452	2.1926	2.29	28.8491	3.035	6	27.7201	1.6335	2.97	64.85294202	27.75644355	123.4312143	95.67477072	1.85E-95	increase
Plants	70-89vs90-09	42	G10	210550	No_insect_Nhigh	63	20	3.15	189	28	6.75	20	20	20	23.0162	19.9226	26.1098	no.change	15.081	-0.387	30.549	30.936	20	1.7467	6	17.33	1.4713	3.88	23.0162	1.2087	2	21.8219	1.3732	2.31	15.081	-5.269586831	40.75286315	46.02244998	1.69E-26	no.change	23.4772	3.5479	6	19.6475	2.8332	4.18	28	0.7009	2	26.45	1.1612	2.41	19.26464825	-8.08640748	65.16734706	73.25375454	3.22E-23	no.change	20	1.7467	6	17.33	1.4713	3.88	23.0162	1.2087	2	21.8219	1.3732	2.31	19.26464825	-8.08640748	65.16734706	73.25375454	3.22E-23	no.change
Plants	70-89vs90-09	42	G10	240580	No_insect_Nhigh	947	40	23.68	1006	30	33.53	40	40	40	29.7646	28.8433	30.6859	decrease	-25.588	-27.892	-23.285	4.607	40	2.3047	7	36.57	1.7585	4.16	29.7646	2.2212	4	28.3901	1.1918	2.33	-25.5885	-34.60502937	-15.52634582	19.07868355	4.32E-93	decrease	40.4212	2.2973	7	37.0619	1.6986	3.91	30	2.2361	4	28.24	1.1685	2.21	-25.78152059	-34.23295454	-15.01498643	19.21796811	4.70E-99	decrease	40	2.3047	7	36.57	1.7585	4.16	29.7646	2.2212	4	28.3901	1.1918	2.33	-25.78152059	-34.23295454	-15.01498643	19.21796811	4.70E-99	decrease
Plants	70-89vs90-09	42	G10	160400	No_insect_Nhigh	972	29	33.52	1040	37	28.11	29	29	29	36.6507	35.5311	37.7702	increase	26.382	22.521	30.242	7.721	29	0.9343	3	27.33	1.3116	2.6	36.6507	1.5218	5	34.0391	1.4788	3.81	26.38172414	11.32681736	44.1761199	32.84930254	5.01E-90	increase	29.1875	0.9414	3	27.1939	1.1941	2.94	37	1.5303	5	34.01	1.445	3.96	26.76659529	12.91681589	43.12455108	30.20773519	3.75E-88	increase	29	0.9343	3	27.33	1.3116	2.6	36.6507	1.5218	5	34.0391	1.4788	3.81	26.76659529	12.91681589	43.12455108	30.20773519	3.75E-88	increase
Plants	70-89vs90-09	42	G10	210530	No_insect_Nhigh	6214	49	126.82	456	37	12.32	34.0241	29.8205	38.2277	37	37	37	no.change	8.746	24.076	-3.212	27.288	34.0241	2.4745	3	33.7832	2.4949	2.88	37	3.6128	11	32.47	2.0303	5.4	8.746447371	-9.727314761	32.67349584	42.4008106	3.01E-12	no.change	49	0.9401	3	46.99	1.2691	2.7	57.1462	17.3241	11	38.0834	6.2158	5.08	16.62489796	-21.75583394	54.59154313	76.34737707	1.13E-09	no.change	41.6312	1.9174	3	40.962	2.1194	2.76	50.3969	8.4901	11	36.818	4.1058	5.01	21.05560253	-10.47066805	50.72118615	61.19185421	1.04E-31	no.change
Plants	70-89vs90-09	42	G10	230540	No_insect_Nhigh	920	40	23	1101	37	29.76	40	40	40	35.7582	33.7566	37.7599	decrease	-10.604	-15.609	-5.6	10.009	40	2.582	8	36.3	1.9054	4.56	35.7582	2.5295	7	33.2411	1.5366	4.08	-10.6045	-21.62793621	4.132550833	25.76048704	5.56E-38	no.change	41.4295	2.6378	8	36.685	1.7251	4.68	37	2.5865	7	33.83	1.5553	3.71	-10.69165691	-21.06774751	1.891578691	22.9593262	4.73E-39	no.change	40	2.582	8	36.3	1.9054	4.56	35.7582	2.5295	7	33.2411	1.5366	4.08	-10.69165691	-21.06774751	1.891578691	22.9593262	4.73E-39	no.change
Plants	70-89vs90-09	42	G10	200510	No_insect_Nhigh	1285	40	32.12	830	33	25.15	36.4412	33.3748	39.5077	33	33	33	decrease	-9.443	-1.123	-16.472	15.349	36.4412	2.3126	8	34.1173	1.7927	4.54	33	3.2113	6	30.57	1.3223	2.98	-9.443157745	-20.80718211	3.304189191	24.11137131	1.08E-33	no.change	40	2.3489	8	36.49	1.7963	4.85	35.9541	3.6718	6	31.9699	1.763	3.03	-10.11475	-23.00667355	4.317683869	27.32435742	2.16E-29	no.change	36.4412	2.3126	8	34.1173	1.7927	4.54	33	3.2113	6	30.57	1.3223	2.98	-10.11475	-23.00667355	4.317683869	27.32435742	2.16E-29	no.change
Plants	70-89vs90-09	42	G10	220560	No_insect_Nhigh	1780	44	40.45	1387	35	39.63	42.3229	40.0669	44.5788	35	35	35	decrease	-17.302	-12.646	-21.487	8.841	42.3229	3.0246	7	39.9209	1.6009	3.71	35	3.0349	5	32.66	1.3467	2.71	-17.30245328	-26.45895386	-7.831591861	18.627362	4.91E-80	decrease	44	3.0955	7	40.78	1.7046	3.79	36.3396	3.082	5	33.5733	1.3434	2.5	-17.41	-26.42418382	-8.045501735	18.37868208	1.23E-74	decrease	42.3229	3.0246	7	39.9209	1.6009	3.71	35	3.0349	5	32.66	1.3467	2.71	-17.41	-26.42418382	-8.045501735	18.37868208	1.23E-74	decrease
Plants	70-89vs90-09	42	G10	200380	No_insect_Nhigh	261	29	9	357	37	9.65	29	29	29	34.86	32.3997	37.3203	increase	20.207	11.723	28.691	16.968	29	1.8749	4	26.99	1.438	3	34.86	2.5173	7	32.4722	1.5674	3.86	20.20689655	4.84520473	37.86573058	33.02052585	2.56E-64	increase	30.233	2.0207	4	27.7838	1.5115	2.85	37	2.5865	7	33.72	1.5715	3.85	22.38282671	5.715377384	40.69776427	34.98238689	8.82E-76	increase	29	1.8749	4	26.99	1.438	3	34.86	2.5173	7	32.4722	1.5674	3.86	22.38282671	5.715377384	40.69776427	34.98238689	8.82E-76	increase
Plants	70-89vs90-09	42	G10	180410	No_insect_Nhigh	521	37	14.08	611	31	19.71	37	37	37	30.0845	28.3563	31.8126	decrease	-18.691	-23.361	-14.02	9.341	37	2.8058	10	32.39	1.9725	5.38	30.0845	3.2907	6	27.8766	1.3778	3.13	-18.69054054	-30.11173362	-5.067180601	25.04455302	7.76E-59	decrease	38.5879	2.8556	10	33.1843	1.966	4.98	31	3.3746	6	28.64	1.4472	3.13	-19.6639361	-31.43282732	-5.667943373	25.76488395	6.05E-73	decrease	37	2.8058	10	32.39	1.9725	5.38	30.0845	3.2907	6	27.8766	1.3778	3.13	-19.6639361	-31.43282732	-5.667943373	25.76488395	6.05E-73	decrease
Plants	70-89vs90-09	42	G10	220500	No_insect_Nhigh	390	28	13.93	278	29	9.59	26.2412	24.0083	28.4741	29	29	29	increase	10.513	20.792	1.847	18.945	26.2412	1.8733	5	24.263	1.4383	2.91	29	2.2676	5	26.55	1.303	3.19	10.51323872	-4.75072517	30.14450425	34.89522942	3.82E-39	no.change	28	1.9045	5	25.7	1.5891	3.08	30.7241	2.4898	5	27.3525	1.5253	3.13	9.728928571	-6.499136885	29.61700614	36.11614302	1.39E-28	no.change	26.2412	1.8733	5	24.263	1.4383	2.91	29	2.2676	5	26.55	1.303	3.19	9.728928571	-6.499136885	29.61700614	36.11614302	1.39E-28	no.change
Plants	70-89vs90-09	42	G10	140400	No_insect_Nhigh	202	30	6.73	455	40	11.38	30	30	30	31.2646	27.2088	35.3205	no.change	4.215	-9.304	17.735	27.039	30	1.9781	6	26.94	1.6783	4.13	31.2646	3.1428	12	28.9907	2.2199	5.83	4.215333333	-14.14998095	26.79573724	40.94571819	0.001805627	no.change	33.6575	3.4131	6	29.5965	2.6854	3.99	40	3.5233	12	34.89	2.245	6.07	18.84423977	-3.155815306	47.14608239	50.3018977	5.12E-39	no.change	30	1.9781	6	26.94	1.6783	4.13	31.2646	3.1428	12	28.9907	2.2199	5.83	18.84423977	-3.155815306	47.14608239	50.3018977	5.12E-39	no.change
Plants	70-89vs90-09	42	G10	110390	No_insect_Nhigh	308	30	10.27	360	35	10.29	30	30	30	34.0274	32.2437	35.8111	increase	13.425	7.479	19.37	11.891	30	3.6724	7	27.04	1.438	3.52	34.0274	1.7848	6	31.0498	1.5416	4.15	13.42466667	-0.957516343	32.06238782	33.01990416	2.16E-43	no.change	31.1543	3.6026	7	27.5447	1.5871	3.62	35	1.8067	6	31.85	1.5887	3.61	12.3440424	-2.617661735	31.34534367	33.9630054	2.06E-36	no.change	30	3.6724	7	27.04	1.438	3.52	34.0274	1.7848	6	31.0498	1.5416	4.15	12.3440424	-2.617661735	31.34534367	33.9630054	2.06E-36	no.change
Plants	70-89vs90-09	42	G10	100460	No_insect_Nhigh	10890	50	217.8	8459	49	172.63	49.0299	47.3126	50.7472	49	49	49	no.change	-0.061	3.566	-3.443	7.009	49.0299	2.6105	4	47.796	1.1813	2.01	49	1.9596	5	46.66	1.457	2.97	-0.060983196	-7.9560957	8.060823656	16.01691936	0.032331293	no.change	50	2.6261	4	48.29	1.1063	2.11	50.2154	2.0858	5	47.4108	1.5072	2.85	0.4308	-6.852522532	8.950633776	15.80315631	0.863789056	no.change	49.0299	2.6105	4	47.796	1.1813	2.01	49	1.9596	5	46.66	1.457	2.97	0.4308	-6.852522532	8.950633776	15.80315631	0.863789056	no.change
Plants	70-89vs90-09	42	G10	190320	No_insect_Nhigh	91	27	3.37	707	38	18.61	27	27	27	23.8051	19.924	27.6863	no.change	-11.833	-26.207	2.542	28.749	27	2.5235	10	22.34	1.9548	5.62	23.8051	2.5544	7	23.2878	2.2792	4.04	-11.83296296	-32.82786448	12.56333804	45.39120252	4.93E-18	no.change	35.331	6.8953	10	28.5994	6.2225	5.86	38	2.2967	7	34.88	1.6268	4.07	7.554272452	-26.47768579	85.76510836	112.2427941	0.003566965	no.change	34.5893	5.6525	10	26.938	3.9514	6.03	31.4078	2.4047	7	30.1953	1.9354	4.03	-9.197931152	-32.00411752	27.97067482	59.97479234	9.13E-05	no.change
Plants	70-89vs90-09	42	G10	220440	No_insect_Nhigh	462	41	11.27	4200	46	91.3	41	41	41	37.9165	34.1341	41.699	no.change	-7.521	-16.746	1.705	18.451	41	2.2517	9	36.68	1.8704	6.36	37.9165	1.6877	0	37.5625	1.806	1.07	-7.520731707	-18.61616097	5.844741454	24.46090243	7.14E-24	no.change	46.7857	5.0442	9	42.2991	5.7405	6.38	46	0	0	45.53	0.5039	1.02	-1.679359291	-22.01536528	31.42155882	53.4369241	0.163891918	no.change	46.5293	4.554	9	40.3383	3.6017	5.86	43.6983	0.8153	0	43.2163	1.085	1.1	-6.084338256	-21.48128222	13.08314849	34.56443072	1.17E-10	no.change
Plants	70-89vs90-09	42	G10	100450	No_insect_Nhigh	11919	52	229.21	5400	44	122.73	48.4312	45.721	51.1414	44	44	44	decrease	-9.149	-3.764	-13.964	10.2	48.4312	3.1862	5	47.425	1.5801	2.37	44	2.6018	4	42.51	1.2022	1.97	-9.149473893	-17.29869356	-0.74607868	16.55261488	1.84E-57	decrease	52	3.1745	5	49.84	1.3056	2.68	47.6255	3.7602	4	43.6134	1.7521	1.95	-8.4125	-16.42552595	0.597293937	17.02281989	1.01E-52	no.change	48.4312	3.1862	5	47.425	1.5801	2.37	44	2.6018	4	42.51	1.2022	1.97	-8.4125	-16.42552595	0.597293937	17.02281989	1.01E-52	no.change
Plants	70-89vs90-09	42	G10	50390	No_insect_Nhigh	2431	49	49.61	158	18	8.78	29.4638	25.1599	33.7677	18	18	18	decrease	-38.908	-28.458	-46.695	18.237	29.4638	3.0505	6	29.1435	2.6416	3.64	18	1.3416	2	17.01	0.9086	1.75	-38.90808382	-50.66902128	-24.29339162	26.37562967	9.14E-72	decrease	49	2.7574	6	46.41	1.5112	4.11	20	3.7416	2	18.4243	2.5194	1.69	-59.18367347	-70.52318378	-48.01568601	22.50749777	1.77E-137	decrease	37.9258	2.9733	6	37.1982	2.2344	3.74	19.731	2.7737	2	18.0143	1.6004	1.87	-47.9747296	-58.15669164	-36.02240867	22.13428297	1.09E-125	decrease
Plants	70-89vs90-09	42	G10	150390	No_insect_Nhigh	154	30	5.13	636	33	19.27	30	30	30	27.1878	24.1223	30.2533	no.change	-9.374	-19.592	0.844	20.436	30	3.6927	10	25.75	1.8375	5.28	27.1878	2.5668	4	26.5556	1.6961	2.23	-9.374	-25.50936064	10.01694782	35.52630846	4.09E-17	no.change	47.863	11.9975	10	31.2947	5.0495	5	33	2.5375	4	31.27	1.1175	2.1	-31.05321438	-48.7356214	4.010236557	52.74585796	2.66E-34	no.change	43.7785	8.6348	10	29.9885	3.7084	5.2	31.7843	2.4969	4	30.6205	1.2952	2.28	-27.39746679	-42.66519242	-2.358724556	40.30646786	4.97E-41	decrease
Plants	70-89vs90-09	42	G10	210430	No_insect_Nhigh	360	33	10.91	1437	52	27.63	33	33	33	39.5064	35.1022	43.9105	increase	19.716	6.37	33.062	26.692	33	2.5586	7	29.87	1.6864	4.49	39.5064	2.7491	8	38.2588	2.2724	5.3	19.71636364	2.301441907	39.74265952	37.44121762	5.89E-52	increase	40.54	6.7976	7	33.8094	4.2299	4.43	52	2.3872	8	48.18	1.69	5.18	28.26837691	1.373086393	71.60134813	70.22826174	1.89E-41	increase	39.6989	5.6326	7	32.5018	2.8897	4.05	49.6276	2.3656	8	46.3738	1.8071	5.29	25.01001287	4.35505143	54.75572615	50.40067472	1.64E-54	increase
Plants	70-89vs90-09	42	G10	130450	No_insect_Nhigh	251	30	8.37	294	35	8.4	30	30	30	34.0288	32.2532	35.8044	increase	13.429	7.511	19.348	11.837	30	2.2361	6	27.12	1.432	3.58	34.0288	1.9678	6	31.5035	1.6556	4.19	13.42933333	-1.353493706	31.44173273	32.79522644	1.19E-41	no.change	30.9464	2.2523	6	27.8764	1.538	3.56	35	1.9968	6	32.42	1.5065	3.94	13.09877724	-1.843709526	31.85579164	33.69950116	2.32E-41	no.change	30	2.2361	6	27.12	1.432	3.58	34.0288	1.9678	6	31.5035	1.6556	4.19	13.09877724	-1.843709526	31.85579164	33.69950116	2.32E-41	no.change
Plants	70-89vs90-09	42	G10	250560	No_insect_Nhigh	748	33	22.67	212	22	9.64	26.7119	23.2994	30.1243	22	22	22	decrease	-17.64	-5.577	-26.969	21.392	26.7119	1.7004	3	25.9591	1.7389	2.66	22	2.622	5	20.04	1.1953	2.53	-17.63970365	-31.43592466	-2.147303855	29.28862081	4.72E-56	decrease	33	1.1978	3	31.18	1.1991	2.97	29.1794	6.3582	5	21.9123	2.52	2.44	-11.57757576	-33.19643948	10.0624903	43.25892978	1.33E-22	no.change	32.469	1.2038	3	30.68	1.2618	2.6	28.3255	5.5799	5	22.055	2.4336	2.43	-12.76140318	-33.13758286	7.361690124	40.49927299	8.11E-24	no.change
Plants	70-89vs90-09	42	G10	110430	No_insect_Nhigh	19452	48	405.25	11313	51	221.82	46.9582	45.3424	48.574	51	51	51	increase	8.607	12.478	4.994	7.484	46.9582	1.13	2	46.34	0.8189	1.18	51	2.0335	6	48.1	1.644	4.03	8.607229408	1.01002282	17.3560572	16.34603438	3.78E-46	increase	48	0.9897	2	47.07	0.6332	1.12	53.7758	2.7645	6	49.9575	2.1371	3.68	12.03291667	2.087611427	21.8365308	19.74891937	7.97E-50	increase	46.9582	1.13	2	46.34	0.8189	1.18	51	2.0335	6	48.1	1.644	4.03	12.03291667	2.087611427	21.8365308	19.74891937	7.97E-50	increase
Plants	70-89vs90-09	42	G10	70380	No_insect_Nhigh	1462	42	34.81	529	37	14.3	36.7593	33.4156	40.1031	37	37	37	no.change	0.655	10.727	-7.738	18.465	36.7593	1.5179	3	35.5498	1.696	2.92	37	4.4515	16	30.36	2.0293	7.02	0.654800282	-14.86039221	17.65445176	32.51484397	0.774608854	no.change	42	0.9387	3	39.96	1.2797	2.81	57.6501	11.6018	16	36.1938	4.5617	7.35	37.26214286	2.850932105	72.78253837	69.93160626	1.02E-42	increase	36.7593	1.5179	3	35.5498	1.696	2.92	37	4.4515	16	30.36	2.0293	7.02	37.26214286	2.850932105	72.78253837	69.93160626	1.02E-42	increase
Plants	70-89vs90-09	42	G10	210480	No_insect_Nhigh	64	13	4.92	154	31	4.97	13	13	13	23.3239	19.741	26.9068	increase	79.415	51.854	106.975	55.121	13	2.5244	5	10.88	1.1598	2.46	23.3239	2.6589	9	21.3718	1.81	5.32	79.41461538	37.76557022	141.1857877	103.4202175	2.92E-100	increase	18.3903	4.8116	5	12.2606	1.944	2.38	31	3.0667	9	27.09	1.7903	5.01	68.56712506	23.28325016	166.3116957	143.0284455	1.60E-69	increase	13	2.5244	5	10.88	1.1598	2.46	23.3239	2.6589	9	21.3718	1.81	5.32	68.56712506	23.28325016	166.3116957	143.0284455	1.60E-69	increase
Plants	70-89vs90-09	42	G10	180540	No_insect_Nhigh	216	23	9.39	1067	39	27.36	23	23	23	28.3439	24.5135	32.1743	increase	23.234	6.58	39.888	33.308	23	0.8049	2	21.86	0.9824	1.92	28.3439	3.1169	8	27.5502	2.0813	3.7	23.23434783	3.471658852	45.02755808	41.55589923	8.12E-46	increase	23.6667	1.3052	2	22.861	1.8617	2.04	39	3.3683	8	35.84	1.7429	3.53	64.7885003	36.39728935	97.96708256	61.56979321	2.66E-121	increase	23.6651	1.2968	2	23.2546	1.8601	1.91	35.484	3.2183	8	33.4656	1.7633	3.89	49.94232013	24.47096446	82.0423168	57.57135235	1.91E-95	increase
Plants	70-89vs90-09	42	G10	190550	No_insect_Nhigh	101	23	4.39	489	33	14.82	23	23	23	23.327	19.5579	27.0962	no.change	1.422	-14.966	17.81	32.776	23	2.6515	9	19.15	1.6703	4.58	23.327	1.9206	4	22.6748	1.8377	3.21	1.42173913	-19.43890489	30.8221025	50.26100739	0.342936364	no.change	32.797	8.1939	9	24.2394	4.9367	4.75	33	1.3732	4	30.65	1.2819	3.05	0.618959051	-29.63242253	64.98150861	94.61393115	0.168810545	no.change	31.4272	6.3849	9	23.4201	4.0101	5.01	30.6606	1.4609	4	28.8835	1.3678	3.19	-2.43928826	-28.84734219	47.52268562	76.37002781	0.827693103	no.change
Plants	70-89vs90-09	42	G10	190460	No_insect_Nhigh	192	31	6.19	1063	35	30.37	31	31	31	26.0089	22.7563	29.2616	decrease	-16.1	-26.593	-5.608	20.985	31	3.4998	9	27.33	1.6004	3.94	26.0089	3.4344	7	25.5955	2.1087	3.2	-16.10032258	-31.8785628	1.707121498	33.5856843	6.15E-39	no.change	48.5598	13.9239	9	31.3199	4.8652	4.21	35	3.7963	7	32.15	1.4887	3.41	-27.92392061	-45.3124577	3.431135638	48.74359334	1.96E-35	no.change	42.9335	7.8079	9	31.5213	3.7459	4.1	31.3508	3.5658	7	29.9772	1.7188	3.33	-26.97823378	-42.38194141	-1.901495709	40.4804457	5.37E-40	decrease
Plants	70-89vs90-09	42	G10	260470	No_insect_Nhigh	283	30	9.43	359	29	12.38	30	30	30	26.9968	24.5536	29.44	decrease	-10.011	-18.155	-1.867	16.288	30	3.6724	7	27.23	1.5468	3.36	26.9968	3.2561	9	24.4718	1.6178	4.09	-10.01066667	-24.52391714	5.79036182	30.31427896	6.41E-30	no.change	31.8104	3.6232	7	27.9724	1.5469	3.13	29	3.4531	9	25.5	1.8973	3.93	-8.834846465	-23.21150781	9.174579869	32.38608768	3.36E-15	no.change	30	3.6724	7	27.23	1.5468	3.36	26.9968	3.2561	9	24.4718	1.6178	4.09	-8.834846465	-23.21150781	9.174579869	32.38608768	3.36E-15	no.change
Plants	70-89vs90-09	42	G10	100380	No_insect_Nhigh	362	32	11.31	331	28	11.82	31.7809	30.899	32.6627	28	28	28	decrease	-11.897	-9.382	-14.275	4.893	31.7809	0.5821	2	29.6464	1.2603	3.98	28	2.2418	7	24.82	1.697	4.1	-11.89676818	-25.87789036	2.996904238	28.8747946	3.56E-35	no.change	32	0.5744	2	30.06	1.242	3.77	28.6227	2.2595	7	24.9662	1.5073	3.91	-10.5540625	-22.6045998	3.613975324	26.21857512	6.42E-31	no.change	31.7809	0.5821	2	29.6464	1.2603	3.98	28	2.2418	7	24.82	1.697	4.1	-10.5540625	-22.6045998	3.613975324	26.21857512	6.42E-31	no.change
Plants	70-89vs90-09	42	G10	130420	No_insect_Nhigh	1670	48	34.79	4444	55	80.8	48	48	48	49.1027	45.6329	52.5724	no.change	2.297	-4.931	9.526	14.457	48	1.413	5	45.11	1.5039	3.86	49.1027	2.1144	5	47.6936	1.8791	3.44	2.297291667	-7.825211041	13.38383864	21.20904968	3.08E-06	no.change	50.0448	2.4041	5	47.8601	2.7975	3.9	55	1.7196	5	52.48	1.4988	3.37	9.901528231	-2.0997428	25.87650943	27.97625223	1.24E-36	no.change	48	1.413	5	45.11	1.5039	3.86	49.1027	2.1144	5	47.6936	1.8791	3.44	9.901528231	-2.0997428	25.87650943	27.97625223	1.24E-36	no.change
Plants	70-89vs90-09	42	G10	40360	No_insect_Nhigh	5992	48	124.83	266	26	10.23	31.7032	27.8935	35.5129	26	26	26	decrease	-17.989	-6.788	-26.787	19.999	31.7032	2.8211	4	31.554	2.6225	2.9	26	3.2613	6	23.44	1.3713	2.89	-17.98935123	-32.45735273	1.395970303	33.85332303	8.65E-43	no.change	48	1.5894	4	45.92	1.3796	2.69	43.9863	23.5046	6	26.7521	4.756	3.04	-8.361875	-40.14467362	24.83410051	64.97877414	1.44E-05	no.change	37.8987	2.522	4	37.4967	2.2777	3.04	34.7624	6.9661	6	25.6966	2.7177	3.14	-8.275481745	-29.31458611	15.26342743	44.57801354	9.00E-11	no.change
Plants	70-89vs90-09	42	G10	190560	No_insect_Nhigh	332	32	10.38	1821	43	42.35	32	32	32	31.7798	28.0569	35.5027	no.change	-0.688	-12.322	10.946	23.268	32	1.3986	5	29.06	1.4538	3.97	31.7798	2.6439	7	31.1554	2.3658	4.02	-0.688125	-17.13334075	17.37827521	34.51161596	0.375661887	no.change	34.0833	2.5055	5	33.5217	4.7067	3.87	43	2.0973	7	39.89	1.8651	4.29	26.16149258	-3.51449667	74.30860942	77.82310609	5.56E-35	no.change	34.0665	2.4544	5	32.3396	3.1375	3.99	38.7079	2.1879	7	37.1739	1.8878	4.1	13.6245285	-8.342022782	44.17695457	52.51897735	3.99E-26	no.change
Plants	70-89vs90-09	42	G10	100480	No_insect_Nhigh	234	31	7.55	698	43	16.23	31	31	31	35.1391	31.2632	39.015	increase	13.352	0.849	25.855	25.006	31	3.9681	8	27.58	1.7142	3.73	35.1391	2.6976	6	33.8207	1.9054	3.62	13.35193548	-3.877094021	32.45405882	36.33115284	1.03E-29	no.change	43.5131	8.1515	8	31.2402	3.4012	3.86	43	2.7281	6	39.91	1.5251	3.88	-1.179185119	-19.10036323	26.86200518	45.96236841	0.57749556	no.change	31	3.9681	8	27.58	1.7142	3.73	35.1391	2.6976	6	33.8207	1.9054	3.62	-1.179185119	-19.10036323	26.86200518	45.96236841	0.57749556	no.change
Plants	70-89vs90-09	42	G10	210580	No_insect_Nhigh	2376	43	55.26	1765	36	49.03	40.8288	38.2895	43.368	36	36	36	decrease	-11.827	-5.979	-16.989	11.01	40.8288	2.0836	7	38.1849	1.762	4.43	36	1.5757	4	34.04	1.1205	2.91	-11.82694569	-21.0125126	-1.379203384	19.63330922	3.62E-46	decrease	43	2.0973	7	39.5	1.5807	4.91	37.0805	1.7479	4	34.7889	1.493	2.75	-13.76627907	-22.76354025	-2.596002028	20.16753822	1.16E-58	decrease	40.8288	2.0836	7	38.1849	1.762	4.43	36	1.5757	4	34.04	1.1205	2.91	-13.76627907	-22.76354025	-2.596002028	20.16753822	1.16E-58	decrease
Plants	70-89vs90-09	42	G10	250540	No_insect_Nhigh	1766	42	42.05	472	29	16.28	33.748	29.9852	37.5107	29	29	29	decrease	-14.069	-3.286	-22.689	19.403	33.748	2.3073	5	32.8505	1.9776	3.48	29	1.6796	5	26.44	1.3654	3.58	-14.06898187	-26.09053205	1.128205205	27.21873726	8.00E-44	no.change	42	1.9469	5	39.36	1.4619	3.53	32.0864	3.5303	5	29.4565	3.2202	3.7	-23.60380952	-42.43695733	-6.299585833	36.1373715	2.41E-54	decrease	40.8556	1.9383	5	38.5241	1.4	3.54	31.9983	3.3282	5	28.938	2.9261	3.39	-21.67952496	-36.73923775	-5.431754056	31.3074837	1.83E-54	decrease
